label,category,annotator_a,annotator_b,pair_category,n_shared_docs,kappa
NumberOfTechnicalReplicates,experimental_design,Annotator6,GLM,model vs. any human annotator,10,0.0
Organism,biological,Annotator6,GLM,model vs. any human annotator,10,0.0
OrganismPart,biological,Annotator6,GLM,model vs. any human annotator,10,0.5454545454545455
PooledSample,biological,Annotator6,GLM,model vs. any human annotator,10,0.0
PrecursorMassTolerance,technical,Annotator6,GLM,model vs. any human annotator,10,0.37499999999999983
ReductionReagent,technical,Annotator6,GLM,model vs. any human annotator,10,0.6153846153846153
SampleTreatment,experimental_design,Annotator6,GLM,model vs. any human annotator,10,
SamplingTime,experimental_design,Annotator6,GLM,model vs. any human annotator,10,0.0
Separation,technical,Annotator6,GLM,model vs. any human annotator,10,6.938893903907228e-17
Sex,biological,Annotator6,GLM,model vs. any human annotator,10,0.6153846153846153
Staining,biological,Annotator6,GLM,model vs. any human annotator,10,0.0
Strain,biological,Annotator6,GLM,model vs. any human annotator,10,0.6153846153846153
SupplementaryFile,technical,Annotator6,GLM,model vs. any human annotator,10,0.2857142857142856
Time,experimental_design,Annotator6,GLM,model vs. any human annotator,10,0.13793103448275856
Treatment,biological,Annotator6,GLM,model vs. any human annotator,10,
AcquisitionMethod,technical,Annotator7,Annotator8,MultiHuman annotator vs. MultiHuman annotator,2,
Age,biological,Annotator7,Annotator8,MultiHuman annotator vs. MultiHuman annotator,2,
AlkylationReagent,technical,Annotator7,Annotator8,MultiHuman annotator vs. MultiHuman annotator,2,
CellLine,biological,Annotator7,Annotator8,MultiHuman annotator vs. MultiHuman annotator,2,0.0
CellType,biological,Annotator7,Annotator8,MultiHuman annotator vs. MultiHuman annotator,2,
Chromatography,technical,Annotator7,Annotator8,MultiHuman annotator vs. MultiHuman annotator,2,0.0
CleavageAgent,technical,Annotator7,Annotator8,MultiHuman annotator vs. MultiHuman annotator,2,
CollisionEnergy,technical,Annotator7,Annotator8,MultiHuman annotator vs. MultiHuman annotator,2,0.0
Compound,biological,Annotator7,Annotator8,MultiHuman annotator vs. MultiHuman annotator,2,
Disease,biological,Annotator7,Annotator8,MultiHuman annotator vs. MultiHuman annotator,2,1.0
EnrichmentMethod,technical,Annotator7,Annotator8,MultiHuman annotator vs. MultiHuman annotator,2,
FactorValue,experimental_design,Annotator7,Annotator8,MultiHuman annotator vs. MultiHuman annotator,2,0.0
FractionIdentifier,experimental_design,Annotator7,Annotator8,MultiHuman annotator vs. MultiHuman annotator,2,0.0
FractionationFraction,experimental_design,Annotator7,Annotator8,MultiHuman annotator vs. MultiHuman annotator,2,
FractionationMethod,technical,Annotator7,Annotator8,MultiHuman annotator vs. MultiHuman annotator,2,0.0
FragmentMassTolerance,technical,Annotator7,Annotator8,MultiHuman annotator vs. MultiHuman annotator,2,0.0
FragmentationMethod,technical,Annotator7,Annotator8,MultiHuman annotator vs. MultiHuman annotator,2,
GradientTime,technical,Annotator7,Annotator8,MultiHuman annotator vs. MultiHuman annotator,2,
Instrument,technical,Annotator7,Annotator8,MultiHuman annotator vs. MultiHuman annotator,2,
IonizationType,technical,Annotator7,Annotator8,MultiHuman annotator vs. MultiHuman annotator,2,0.0
Label,technical,Annotator7,Annotator8,MultiHuman annotator vs. MultiHuman annotator,2,0.0
MS2MassAnalyzer,technical,Annotator7,Annotator8,MultiHuman annotator vs. MultiHuman annotator,2,0.0
Modification,technical,Annotator7,Annotator8,MultiHuman annotator vs. MultiHuman annotator,2,0.0
NumberOfBiologicalReplicates,experimental_design,Annotator7,Annotator8,MultiHuman annotator vs. MultiHuman annotator,2,
NumberOfFractions,experimental_design,Annotator7,Annotator8,MultiHuman annotator vs. MultiHuman annotator,2,
NumberOfMissedCleavages,technical,Annotator7,Annotator8,MultiHuman annotator vs. MultiHuman annotator,2,
NumberOfSamples,experimental_design,Annotator7,Annotator8,MultiHuman annotator vs. MultiHuman annotator,2,1.0
NumberOfTechnicalReplicates,experimental_design,Annotator7,Annotator8,MultiHuman annotator vs. MultiHuman annotator,2,
Organism,biological,Annotator7,Annotator8,MultiHuman annotator vs. MultiHuman annotator,2,1.0
OrganismPart,biological,Annotator7,Annotator8,MultiHuman annotator vs. MultiHuman annotator,2,
PooledSample,biological,Annotator7,Annotator8,MultiHuman annotator vs. MultiHuman annotator,2,
PrecursorMassTolerance,technical,Annotator7,Annotator8,MultiHuman annotator vs. MultiHuman annotator,2,0.0
ReductionReagent,technical,Annotator7,Annotator8,MultiHuman annotator vs. MultiHuman annotator,2,1.0
SampleTreatment,experimental_design,Annotator7,Annotator8,MultiHuman annotator vs. MultiHuman annotator,2,0.0
SamplingTime,experimental_design,Annotator7,Annotator8,MultiHuman annotator vs. MultiHuman annotator,2,
Separation,technical,Annotator7,Annotator8,MultiHuman annotator vs. MultiHuman annotator,2,0.0
Sex,biological,Annotator7,Annotator8,MultiHuman annotator vs. MultiHuman annotator,2,
Staining,biological,Annotator7,Annotator8,MultiHuman annotator vs. MultiHuman annotator,2,
Strain,biological,Annotator7,Annotator8,MultiHuman annotator vs. MultiHuman annotator,2,0.0
SupplementaryFile,technical,Annotator7,Annotator8,MultiHuman annotator vs. MultiHuman annotator,2,
Time,experimental_design,Annotator7,Annotator8,MultiHuman annotator vs. MultiHuman annotator,2,
Treatment,biological,Annotator7,Annotator8,MultiHuman annotator vs. MultiHuman annotator,2,
AcquisitionMethod,technical,Annotator7,Qwen,model vs. any human annotator,9,0.3076923076923075
Age,biological,Annotator7,Qwen,model vs. any human annotator,9,1.0
AlkylationReagent,technical,Annotator7,Qwen,model vs. any human annotator,9,0.7804878048780487
CellLine,biological,Annotator7,Qwen,model vs. any human annotator,9,0.27027027027027023
CellType,biological,Annotator7,Qwen,model vs. any human annotator,9,
Chromatography,technical,Annotator7,Qwen,model vs. any human annotator,9,0.0
CleavageAgent,technical,Annotator7,Qwen,model vs. any human annotator,9,0.0
CollisionEnergy,technical,Annotator7,Qwen,model vs. any human annotator,9,0.0
Compound,biological,Annotator7,Qwen,model vs. any human annotator,9,-8.326672684688674e-17
Disease,biological,Annotator7,Qwen,model vs. any human annotator,9,0.769230769230769
EnrichmentMethod,technical,Annotator7,Qwen,model vs. any human annotator,9,0.27027027027027023
FactorValue,experimental_design,Annotator7,Qwen,model vs. any human annotator,9,
FractionIdentifier,experimental_design,Annotator7,Qwen,model vs. any human annotator,9,0.0
FractionationFraction,experimental_design,Annotator7,Qwen,model vs. any human annotator,9,
FractionationMethod,technical,Annotator7,Qwen,model vs. any human annotator,9,0.3720930232558139
FragmentMassTolerance,technical,Annotator7,Qwen,model vs. any human annotator,9,0.0
FragmentationMethod,technical,Annotator7,Qwen,model vs. any human annotator,9,0.25
GradientTime,technical,Annotator7,Qwen,model vs. any human annotator,9,-8.326672684688674e-17
Instrument,technical,Annotator7,Qwen,model vs. any human annotator,9,0.0
IonizationType,technical,Annotator7,Qwen,model vs. any human annotator,9,0.18181818181818157
Label,technical,Annotator7,Qwen,model vs. any human annotator,9,0.608695652173913
MS2MassAnalyzer,technical,Annotator7,Qwen,model vs. any human annotator,9,
Modification,technical,Annotator7,Qwen,model vs. any human annotator,9,0.0
NumberOfBiologicalReplicates,experimental_design,Annotator7,Qwen,model vs. any human annotator,9,0.0
NumberOfFractions,experimental_design,Annotator7,Qwen,model vs. any human annotator,9,0.7804878048780487
NumberOfMissedCleavages,technical,Annotator7,Qwen,model vs. any human annotator,9,0.0
NumberOfSamples,experimental_design,Annotator7,Qwen,model vs. any human annotator,9,0.05263157894736842
NumberOfTechnicalReplicates,experimental_design,Annotator7,Qwen,model vs. any human annotator,9,-3.3306690738754706e-16
Organism,biological,Annotator7,Qwen,model vs. any human annotator,9,0.11764705882352934
OrganismPart,biological,Annotator7,Qwen,model vs. any human annotator,9,-9.992007221626408e-17
PooledSample,biological,Annotator7,Qwen,model vs. any human annotator,9,
PrecursorMassTolerance,technical,Annotator7,Qwen,model vs. any human annotator,9,0.0
ReductionReagent,technical,Annotator7,Qwen,model vs. any human annotator,9,0.769230769230769
SampleTreatment,experimental_design,Annotator7,Qwen,model vs. any human annotator,9,0.0
SamplingTime,experimental_design,Annotator7,Qwen,model vs. any human annotator,9,0.0
Separation,technical,Annotator7,Qwen,model vs. any human annotator,9,-0.09756097560975609
Sex,biological,Annotator7,Qwen,model vs. any human annotator,9,0.35714285714285715
Staining,biological,Annotator7,Qwen,model vs. any human annotator,9,0.0
Strain,biological,Annotator7,Qwen,model vs. any human annotator,9,-8.326672684688674e-17
SupplementaryFile,technical,Annotator7,Qwen,model vs. any human annotator,9,-0.2162162162162162
Time,experimental_design,Annotator7,Qwen,model vs. any human annotator,9,0.0
Treatment,biological,Annotator7,Qwen,model vs. any human annotator,9,0.0
AcquisitionMethod,technical,Annotator7,Gemma,model vs. any human annotator,9,0.3076923076923075
Age,biological,Annotator7,Gemma,model vs. any human annotator,9,1.0
AlkylationReagent,technical,Annotator7,Gemma,model vs. any human annotator,9,0.7804878048780487
CellLine,biological,Annotator7,Gemma,model vs. any human annotator,9,0.18181818181818193
CellType,biological,Annotator7,Gemma,model vs. any human annotator,9,0.0
Chromatography,technical,Annotator7,Gemma,model vs. any human annotator,9,0.0
CleavageAgent,technical,Annotator7,Gemma,model vs. any human annotator,9,0.0
CollisionEnergy,technical,Annotator7,Gemma,model vs. any human annotator,9,0.0
Compound,biological,Annotator7,Gemma,model vs. any human annotator,9,-6.245004513516506e-17
Disease,biological,Annotator7,Gemma,model vs. any human annotator,9,0.55
EnrichmentMethod,technical,Annotator7,Gemma,model vs. any human annotator,9,0.27027027027027023
FactorValue,experimental_design,Annotator7,Gemma,model vs. any human annotator,9,
FractionIdentifier,experimental_design,Annotator7,Gemma,model vs. any human annotator,9,0.0
FractionationFraction,experimental_design,Annotator7,Gemma,model vs. any human annotator,9,0.0
FractionationMethod,technical,Annotator7,Gemma,model vs. any human annotator,9,0.3414634146341463
FragmentMassTolerance,technical,Annotator7,Gemma,model vs. any human annotator,9,0.0
FragmentationMethod,technical,Annotator7,Gemma,model vs. any human annotator,9,0.25
GradientTime,technical,Annotator7,Gemma,model vs. any human annotator,9,0.0
Instrument,technical,Annotator7,Gemma,model vs. any human annotator,9,0.0
IonizationType,technical,Annotator7,Gemma,model vs. any human annotator,9,0.0
Label,technical,Annotator7,Gemma,model vs. any human annotator,9,0.608695652173913
MS2MassAnalyzer,technical,Annotator7,Gemma,model vs. any human annotator,9,0.0
Modification,technical,Annotator7,Gemma,model vs. any human annotator,9,0.0
NumberOfBiologicalReplicates,experimental_design,Annotator7,Gemma,model vs. any human annotator,9,0.0
NumberOfFractions,experimental_design,Annotator7,Gemma,model vs. any human annotator,9,0.55
NumberOfMissedCleavages,technical,Annotator7,Gemma,model vs. any human annotator,9,0.0
NumberOfSamples,experimental_design,Annotator7,Gemma,model vs. any human annotator,9,0.27027027027027023
NumberOfTechnicalReplicates,experimental_design,Annotator7,Gemma,model vs. any human annotator,9,0.0
Organism,biological,Annotator7,Gemma,model vs. any human annotator,9,0.0
OrganismPart,biological,Annotator7,Gemma,model vs. any human annotator,9,-9.992007221626408e-17
PooledSample,biological,Annotator7,Gemma,model vs. any human annotator,9,
PrecursorMassTolerance,technical,Annotator7,Gemma,model vs. any human annotator,9,0.0
ReductionReagent,technical,Annotator7,Gemma,model vs. any human annotator,9,0.769230769230769
SampleTreatment,experimental_design,Annotator7,Gemma,model vs. any human annotator,9,
SamplingTime,experimental_design,Annotator7,Gemma,model vs. any human annotator,9,
Separation,technical,Annotator7,Gemma,model vs. any human annotator,9,-0.2162162162162162
Sex,biological,Annotator7,Gemma,model vs. any human annotator,9,0.7272727272727271
Staining,biological,Annotator7,Gemma,model vs. any human annotator,9,0.0
Strain,biological,Annotator7,Gemma,model vs. any human annotator,9,0.0
SupplementaryFile,technical,Annotator7,Gemma,model vs. any human annotator,9,0.0
Time,experimental_design,Annotator7,Gemma,model vs. any human annotator,9,-8.326672684688674e-17
Treatment,biological,Annotator7,Gemma,model vs. any human annotator,9,0.0
AcquisitionMethod,technical,Annotator7,GLM,model vs. any human annotator,9,0.5
Age,biological,Annotator7,GLM,model vs. any human annotator,9,1.0
AlkylationReagent,technical,Annotator7,GLM,model vs. any human annotator,9,0.3720930232558139
CellLine,biological,Annotator7,GLM,model vs. any human annotator,9,0.18181818181818193
CellType,biological,Annotator7,GLM,model vs. any human annotator,9,0.0
Chromatography,technical,Annotator7,GLM,model vs. any human annotator,9,0.0
CleavageAgent,technical,Annotator7,GLM,model vs. any human annotator,9,0.0
CollisionEnergy,technical,Annotator7,GLM,model vs. any human annotator,9,-8.326672684688674e-17
Compound,biological,Annotator7,GLM,model vs. any human annotator,9,0.0
Disease,biological,Annotator7,GLM,model vs. any human annotator,9,0.5263157894736842
EnrichmentMethod,technical,Annotator7,GLM,model vs. any human annotator,9,0.18181818181818193
FactorValue,experimental_design,Annotator7,GLM,model vs. any human annotator,9,
FractionIdentifier,experimental_design,Annotator7,GLM,model vs. any human annotator,9,0.0
FractionationFraction,experimental_design,Annotator7,GLM,model vs. any human annotator,9,
FractionationMethod,technical,Annotator7,GLM,model vs. any human annotator,9,0.3414634146341463
FragmentMassTolerance,technical,Annotator7,GLM,model vs. any human annotator,9,0.0
FragmentationMethod,technical,Annotator7,GLM,model vs. any human annotator,9,0.11764705882352934
GradientTime,technical,Annotator7,GLM,model vs. any human annotator,9,0.0
Instrument,technical,Annotator7,GLM,model vs. any human annotator,9,0.0
IonizationType,technical,Annotator7,GLM,model vs. any human annotator,9,0.0
Label,technical,Annotator7,GLM,model vs. any human annotator,9,0.608695652173913
MS2MassAnalyzer,technical,Annotator7,GLM,model vs. any human annotator,9,0.0
Modification,technical,Annotator7,GLM,model vs. any human annotator,9,0.0
NumberOfBiologicalReplicates,experimental_design,Annotator7,GLM,model vs. any human annotator,9,0.0
NumberOfFractions,experimental_design,Annotator7,GLM,model vs. any human annotator,9,0.769230769230769
NumberOfMissedCleavages,technical,Annotator7,GLM,model vs. any human annotator,9,-8.326672684688674e-17
NumberOfSamples,experimental_design,Annotator7,GLM,model vs. any human annotator,9,0.05263157894736842
NumberOfTechnicalReplicates,experimental_design,Annotator7,GLM,model vs. any human annotator,9,-3.3306690738754706e-16
Organism,biological,Annotator7,GLM,model vs. any human annotator,9,0.39999999999999986
OrganismPart,biological,Annotator7,GLM,model vs. any human annotator,9,0.5
PooledSample,biological,Annotator7,GLM,model vs. any human annotator,9,
PrecursorMassTolerance,technical,Annotator7,GLM,model vs. any human annotator,9,0.0
