pxd,cohort,old_fields,new_fields,shared_fields,earlier_only_fields,expanded_only_fields,old_values,new_values,field_jaccard,field_delta,value_delta,equivalent_pairs,hierarchical_inclusive_pairs,semantic_inclusive_pairs,equivalent_pairs_jaccard,hierarchical_inclusive_pairs_jaccard,semantic_inclusive_pairs_jaccard
PXD063461,abstract_only,10,18,10,0,8,12,21,0.5555555555555556,8,9,7,7,9,0.2692307692307692,0.2692307692307692,0.375
PXD063537,abstract_only,9,11,5,4,6,13,14,0.3333333333333333,2,1,4,4,4,0.17391304347826086,0.17391304347826086,0.17391304347826086
PXD063716,abstract_only,10,19,10,0,9,13,20,0.5263157894736842,9,7,5,5,7,0.17857142857142858,0.17857142857142858,0.2692307692307692
PXD063864,abstract_only,7,18,7,0,11,12,18,0.3888888888888889,11,6,5,5,6,0.2,0.2,0.25
PXD063995,with_methods,30,22,22,8,0,40,28,0.7333333333333333,-8,-12,13,13,18,0.23636363636363636,0.23636363636363636,0.36
PXD064116,abstract_only,0,19,0,0,19,0,23,0.0,19,23,0,0,0,0.0,0.0,0.0
PXD064257,abstract_only,10,20,8,2,12,27,34,0.36363636363636365,10,7,5,5,7,0.08928571428571429,0.08928571428571429,0.12962962962962962
PXD064464,abstract_only,11,23,11,0,12,11,30,0.4782608695652174,12,19,9,9,10,0.28125,0.28125,0.3225806451612903
PXD064634,abstract_only,13,28,13,0,15,15,37,0.4642857142857143,15,22,8,8,12,0.18181818181818182,0.18181818181818182,0.3
PXD064794,abstract_only,2,15,2,0,13,2,24,0.13333333333333333,13,22,2,2,2,0.08333333333333333,0.08333333333333333,0.08333333333333333
PXD064985,abstract_only,6,15,6,0,9,6,22,0.4,9,16,5,5,5,0.21739130434782608,0.21739130434782608,0.21739130434782608
PXD065335,abstract_only,1,18,1,0,17,1,24,0.05555555555555555,17,23,0,0,0,0.0,0.0,0.0
PXD065520,with_methods,30,32,30,0,2,35,44,0.9375,2,9,25,25,28,0.46296296296296297,0.46296296296296297,0.5490196078431373
PXD065922,with_methods,15,17,14,1,3,20,24,0.7777777777777778,2,4,13,14,17,0.41935483870967744,0.4666666666666667,0.6296296296296297
PXD066132,abstract_only,1,21,1,0,20,1,27,0.047619047619047616,20,26,1,1,1,0.037037037037037035,0.037037037037037035,0.037037037037037035
PXD066461,abstract_only,5,17,5,0,12,6,21,0.29411764705882354,12,15,3,3,5,0.125,0.125,0.22727272727272727
PXD066872,abstract_only,12,22,9,3,13,12,26,0.36,10,14,3,3,5,0.08571428571428572,0.08571428571428572,0.15151515151515152
PXD067122,abstract_only,14,17,9,5,8,15,21,0.4090909090909091,3,6,6,6,6,0.2,0.2,0.2
PXD067234,with_methods,26,30,25,1,5,33,37,0.8064516129032258,4,4,17,17,19,0.32075471698113206,0.32075471698113206,0.37254901960784315
PXD067620,abstract_only,5,18,5,0,13,5,21,0.2777777777777778,13,16,3,3,4,0.13043478260869565,0.13043478260869565,0.18181818181818182
PXD067949,abstract_only,10,24,9,1,15,10,29,0.36,14,19,7,7,7,0.21875,0.21875,0.21875
PXD068189,abstract_only,8,15,7,1,8,8,19,0.4375,7,11,5,5,7,0.22727272727272727,0.22727272727272727,0.35
PXD068551,abstract_only,10,20,10,0,10,10,28,0.5,10,18,5,5,8,0.15151515151515152,0.15151515151515152,0.26666666666666666
PXD068786,abstract_only,12,17,11,1,6,14,22,0.6111111111111112,5,8,11,11,11,0.44,0.44,0.44
PXD069201,with_methods,7,20,7,0,13,8,26,0.35,13,18,5,5,6,0.1724137931034483,0.1724137931034483,0.21428571428571427
PXD069890,with_methods,30,29,29,1,0,32,45,0.9666666666666667,-1,13,23,23,26,0.42592592592592593,0.42592592592592593,0.5098039215686274
PXD071171,abstract_only,10,22,7,3,15,11,29,0.28,12,18,3,4,6,0.08108108108108109,0.1111111111111111,0.17647058823529413
PXD000443,abstract_only,13,13,9,4,4,21,26,0.5294117647058824,0,5,14,15,15,0.42424242424242425,0.46875,0.46875
PXD000966,abstract_only,1,16,1,0,15,1,20,0.0625,15,19,0,0,0,0.0,0.0,0.0
PXD001325,abstract_only,14,19,10,4,9,19,26,0.43478260869565216,5,7,8,8,12,0.21621621621621623,0.21621621621621623,0.36363636363636365
PXD001418,abstract_only,10,25,10,0,15,11,33,0.4,15,22,7,7,7,0.1891891891891892,0.1891891891891892,0.1891891891891892
PXD001468,with_methods,25,24,24,1,0,52,54,0.96,-1,2,28,28,33,0.358974358974359,0.358974358974359,0.4520547945205479
PXD001873,with_methods,28,29,27,1,2,40,37,0.9,1,-3,22,23,27,0.4,0.42592592592592593,0.54
PXD002212,abstract_only,14,24,14,0,10,17,29,0.5833333333333334,10,12,9,9,12,0.24324324324324326,0.24324324324324326,0.35294117647058826
PXD002672,with_methods,18,21,18,0,3,19,23,0.8571428571428571,3,4,14,15,17,0.5,0.5555555555555556,0.68
PXD003028,with_methods,29,23,21,8,2,33,26,0.6774193548387096,-6,-7,19,19,22,0.475,0.475,0.5945945945945946
PXD003276,abstract_only,8,21,8,0,13,11,29,0.38095238095238093,13,18,10,10,10,0.3333333333333333,0.3333333333333333,0.3333333333333333
PXD003407,abstract_only,14,26,14,0,12,19,32,0.5384615384615384,12,13,9,9,12,0.21428571428571427,0.21428571428571427,0.3076923076923077
PXD003415,abstract_only,11,26,11,0,15,12,29,0.4230769230769231,15,17,7,7,10,0.20588235294117646,0.20588235294117646,0.3225806451612903
PXD003587,with_methods,25,22,20,5,2,36,30,0.7407407407407407,-3,-6,17,17,20,0.3469387755102041,0.3469387755102041,0.43478260869565216
PXD003967,abstract_only,10,28,10,0,18,11,31,0.35714285714285715,18,20,9,9,9,0.2727272727272727,0.2727272727272727,0.2727272727272727
PXD004320,with_methods,27,27,27,0,0,30,32,1.0,0,2,23,23,26,0.5897435897435898,0.5897435897435898,0.7222222222222222
PXD004625,abstract_only,11,20,10,1,10,13,25,0.47619047619047616,9,12,8,8,8,0.26666666666666666,0.26666666666666666,0.26666666666666666
PXD004796,abstract_only,13,15,4,9,11,14,22,0.16666666666666666,2,8,3,3,3,0.09090909090909091,0.09090909090909091,0.09090909090909091
PXD005252,with_methods,25,28,25,0,3,36,35,0.8928571428571429,3,-1,26,26,28,0.5777777777777777,0.5777777777777777,0.6511627906976745
PXD005521,abstract_only,13,21,10,3,11,17,38,0.4166666666666667,8,21,5,5,11,0.1,0.1,0.25
PXD005739,abstract_only,11,16,11,0,5,11,18,0.6875,5,7,8,9,10,0.38095238095238093,0.45,0.5263157894736842
PXD006095,with_methods,28,26,25,3,1,38,36,0.8620689655172413,-2,-2,22,23,26,0.4230769230769231,0.45098039215686275,0.5416666666666666
PXD006269,abstract_only,1,11,1,0,10,1,12,0.09090909090909091,10,11,0,0,0,0.0,0.0,0.0
PXD006421,abstract_only,12,22,11,1,11,14,27,0.4782608695652174,10,13,7,8,10,0.20588235294117646,0.24242424242424243,0.3225806451612903
PXD006570,abstract_only,13,29,13,0,16,21,41,0.4482758620689655,16,20,9,9,12,0.16981132075471697,0.16981132075471697,0.24
PXD006591,abstract_only,11,23,10,1,13,17,31,0.4166666666666667,12,14,9,9,11,0.23076923076923078,0.23076923076923078,0.2972972972972973
PXD006769,with_methods,26,29,25,1,4,43,42,0.8333333333333334,3,-1,20,21,27,0.3076923076923077,0.328125,0.46551724137931033
PXD006863,with_methods,27,26,26,1,0,30,33,0.9629629629629629,-1,3,18,18,25,0.4,0.4,0.6578947368421053
PXD007137,with_methods,25,24,24,1,0,39,54,0.96,-1,15,26,26,30,0.3880597014925373,0.3880597014925373,0.47619047619047616
PXD007262,with_methods,28,25,23,5,2,38,43,0.7666666666666667,-3,5,28,29,30,0.5283018867924528,0.5576923076923077,0.5882352941176471
PXD007624,abstract_only,10,18,10,0,8,10,24,0.5555555555555556,8,14,7,7,8,0.25925925925925924,0.25925925925925924,0.3076923076923077
PXD007732,abstract_only,14,21,14,0,7,14,26,0.6666666666666666,7,12,12,12,14,0.42857142857142855,0.42857142857142855,0.5384615384615384
PXD007762,abstract_only,7,24,7,0,17,9,42,0.2916666666666667,17,33,3,4,5,0.0625,0.0851063829787234,0.10869565217391304
PXD007921,abstract_only,11,19,10,1,9,11,21,0.5,8,10,6,6,8,0.23076923076923078,0.23076923076923078,0.3333333333333333
PXD008035,with_methods,16,22,11,5,11,20,27,0.4074074074074074,6,7,6,6,9,0.14634146341463414,0.14634146341463414,0.23684210526315788
PXD008150,with_methods,11,16,9,2,7,20,23,0.5,5,3,8,8,11,0.22857142857142856,0.22857142857142856,0.34375
PXD008311,abstract_only,9,21,9,0,12,9,27,0.42857142857142855,12,18,5,6,8,0.16129032258064516,0.2,0.2857142857142857
PXD008467,abstract_only,15,24,13,2,11,16,27,0.5,9,11,10,10,11,0.30303030303030304,0.30303030303030304,0.34375
PXD008575,with_methods,28,29,27,1,2,37,39,0.9,1,2,19,19,25,0.3333333333333333,0.3333333333333333,0.49019607843137253
PXD008715,abstract_only,4,13,4,0,9,4,16,0.3076923076923077,9,12,4,4,4,0.25,0.25,0.25
PXD008896,with_methods,21,20,19,2,1,21,24,0.8636363636363636,-1,3,11,11,15,0.3235294117647059,0.3235294117647059,0.5
PXD008966,with_methods,12,12,11,1,1,13,17,0.8461538461538461,0,4,6,6,9,0.25,0.25,0.42857142857142855
PXD009084,abstract_only,4,18,3,1,15,4,25,0.15789473684210525,14,21,2,2,2,0.07407407407407407,0.07407407407407407,0.07407407407407407
PXD009158,abstract_only,10,20,9,1,11,10,28,0.42857142857142855,10,18,6,6,6,0.1875,0.1875,0.1875
PXD009234,with_methods,29,24,24,5,0,34,31,0.8275862068965517,-5,-3,26,26,29,0.6666666666666666,0.6666666666666666,0.8055555555555556
PXD009295,abstract_only,5,18,5,0,13,8,27,0.2777777777777778,13,19,6,6,7,0.20689655172413793,0.20689655172413793,0.25
PXD009348,abstract_only,7,14,7,0,7,8,17,0.5,7,9,6,6,7,0.3157894736842105,0.3157894736842105,0.3888888888888889
PXD009393,abstract_only,14,23,13,1,10,15,34,0.5416666666666666,9,19,11,11,13,0.2894736842105263,0.2894736842105263,0.3611111111111111
PXD009495,with_methods,24,21,20,4,1,36,29,0.8,-3,-7,18,18,21,0.3829787234042553,0.3829787234042553,0.4772727272727273
PXD009570,with_methods,19,23,18,1,5,20,30,0.75,4,10,13,14,15,0.35135135135135137,0.3888888888888889,0.42857142857142855
PXD009645,with_methods,21,24,19,2,5,31,34,0.7307692307692307,3,3,17,17,22,0.3541666666666667,0.3541666666666667,0.5116279069767442
PXD009759,abstract_only,3,14,3,0,11,5,21,0.21428571428571427,11,16,2,2,4,0.08333333333333333,0.08333333333333333,0.18181818181818182
PXD009838,with_methods,25,23,23,2,0,28,31,0.92,-2,3,20,20,22,0.5128205128205128,0.5128205128205128,0.5945945945945946
PXD009895,with_methods,28,28,27,1,1,49,46,0.9310344827586207,0,-3,31,32,33,0.484375,0.5079365079365079,0.532258064516129
PXD009948,abstract_only,3,24,3,0,21,3,29,0.125,21,26,0,0,1,0.0,0.0,0.03225806451612903
PXD010088,with_methods,13,15,10,3,5,27,24,0.5555555555555556,2,-3,16,16,16,0.45714285714285713,0.45714285714285713,0.45714285714285713
PXD010150,with_methods,22,26,22,0,4,32,43,0.8461538461538461,4,11,26,26,29,0.5306122448979592,0.5306122448979592,0.6304347826086957
PXD010284,abstract_only,10,23,10,0,13,10,23,0.43478260869565216,13,13,10,10,10,0.43478260869565216,0.43478260869565216,0.43478260869565216
PXD010466,abstract_only,2,23,2,0,21,2,30,0.08695652173913043,21,28,0,0,1,0.0,0.0,0.03225806451612903
PXD010622,abstract_only,10,15,7,3,8,11,22,0.3888888888888889,5,11,2,2,3,0.06451612903225806,0.06451612903225806,0.1
PXD010805,abstract_only,10,30,10,0,20,13,45,0.3333333333333333,20,32,10,11,11,0.20833333333333334,0.23404255319148937,0.23404255319148937
PXD011042,with_methods,26,25,25,1,0,38,42,0.9615384615384616,-1,4,28,29,30,0.5384615384615384,0.5686274509803921,0.6
PXD011241,with_methods,21,20,20,1,0,21,22,0.9523809523809523,-1,1,14,15,18,0.4827586206896552,0.5357142857142857,0.72
PXD011599,with_methods,28,29,27,1,2,37,48,0.9,1,11,24,24,31,0.39344262295081966,0.39344262295081966,0.5740740740740741
PXD013868,abstract_only,10,18,9,1,9,10,36,0.47368421052631576,8,26,4,4,6,0.09523809523809523,0.09523809523809523,0.15
PXD020122,abstract_only,12,24,10,2,14,16,28,0.38461538461538464,12,12,7,7,9,0.1891891891891892,0.1891891891891892,0.2571428571428571
PXD022983,with_methods,27,27,26,1,1,30,35,0.9285714285714286,0,5,21,21,22,0.4772727272727273,0.4772727272727273,0.5116279069767442
PXD035780,abstract_only,5,20,4,1,16,5,31,0.19047619047619047,15,26,2,2,3,0.058823529411764705,0.058823529411764705,0.09090909090909091
PXD046393,abstract_only,2,18,2,0,16,2,21,0.1111111111111111,16,19,1,1,1,0.045454545454545456,0.045454545454545456,0.045454545454545456
PXD046457,abstract_only,4,19,3,1,16,4,30,0.15,15,26,1,1,2,0.030303030303030304,0.030303030303030304,0.0625
PXD046544,with_methods,12,28,12,0,16,13,39,0.42857142857142855,16,26,8,8,10,0.18181818181818182,0.18181818181818182,0.23809523809523808
PXD046660,abstract_only,7,20,4,3,16,7,21,0.17391304347826086,13,14,3,4,4,0.12,0.16666666666666666,0.16666666666666666
PXD046742,abstract_only,11,24,11,0,13,14,26,0.4583333333333333,13,12,6,6,9,0.17647058823529413,0.17647058823529413,0.2903225806451613
PXD046822,with_methods,23,25,23,0,2,25,35,0.92,2,10,16,16,18,0.36363636363636365,0.36363636363636365,0.42857142857142855
PXD046976,abstract_only,11,21,10,1,11,17,42,0.45454545454545453,10,25,6,6,11,0.11320754716981132,0.11320754716981132,0.22916666666666666
PXD047036,abstract_only,8,26,8,0,18,8,30,0.3076923076923077,18,22,8,8,8,0.26666666666666666,0.26666666666666666,0.26666666666666666
PXD047108,abstract_only,8,24,8,0,16,8,32,0.3333333333333333,16,24,4,4,7,0.1111111111111111,0.1111111111111111,0.21212121212121213
PXD047202,abstract_only,4,22,4,0,18,4,29,0.18181818181818182,18,25,2,2,3,0.06451612903225806,0.06451612903225806,0.1
PXD047339,abstract_only,3,24,3,0,21,3,29,0.125,21,26,2,2,2,0.06666666666666667,0.06666666666666667,0.06666666666666667
PXD047450,abstract_only,4,23,4,0,19,4,29,0.17391304347826086,19,25,2,2,4,0.06451612903225806,0.06451612903225806,0.13793103448275862
PXD047604,with_methods,17,27,16,1,11,19,32,0.5714285714285714,10,13,9,9,12,0.21428571428571427,0.21428571428571427,0.3076923076923077
PXD047819,abstract_only,2,20,2,0,18,2,23,0.1,18,21,2,2,2,0.08695652173913043,0.08695652173913043,0.08695652173913043
PXD047910,with_methods,26,23,22,4,1,42,31,0.8148148148148148,-3,-11,19,19,23,0.35185185185185186,0.35185185185185186,0.46
PXD048009,with_methods,27,28,26,1,2,36,36,0.896551724137931,1,0,23,24,26,0.46938775510204084,0.5,0.5652173913043478
PXD048101,abstract_only,1,8,1,0,7,1,8,0.125,7,7,1,1,1,0.125,0.125,0.125
PXD048323,with_methods,17,29,16,1,13,19,45,0.5333333333333333,12,26,6,6,11,0.10344827586206896,0.10344827586206896,0.20754716981132076
PXD048503,abstract_only,10,18,10,0,8,10,26,0.5555555555555556,8,16,7,7,8,0.2413793103448276,0.2413793103448276,0.2857142857142857
PXD048589,abstract_only,11,20,11,0,9,11,31,0.55,9,20,8,8,10,0.23529411764705882,0.23529411764705882,0.3125
PXD048675,abstract_only,12,27,12,0,15,15,37,0.4444444444444444,15,22,5,5,8,0.10638297872340426,0.10638297872340426,0.18181818181818182
PXD048839,with_methods,15,24,13,2,11,16,29,0.5,9,13,10,10,12,0.2857142857142857,0.2857142857142857,0.36363636363636365
PXD048931,abstract_only,3,19,3,0,16,3,26,0.15789473684210525,16,23,2,2,3,0.07407407407407407,0.07407407407407407,0.11538461538461539
PXD049034,with_methods,27,26,25,2,1,60,31,0.8928571428571429,-1,-29,24,24,25,0.3582089552238806,0.3582089552238806,0.3787878787878788
PXD049235,abstract_only,1,20,1,0,19,1,27,0.05,19,26,0,0,0,0.0,0.0,0.0
PXD049336,with_methods,27,23,23,4,0,53,44,0.8518518518518519,-4,-9,33,33,34,0.515625,0.515625,0.5396825396825397
PXD049708,abstract_only,0,19,0,0,19,0,30,0.0,19,30,0,0,0,0.0,0.0,0.0
PXD050077,with_methods,21,21,16,5,5,22,29,0.6153846153846154,0,7,14,14,15,0.3783783783783784,0.3783783783783784,0.4166666666666667
PXD050256,abstract_only,10,23,9,1,14,10,41,0.375,13,31,2,2,5,0.04081632653061224,0.04081632653061224,0.10869565217391304
PXD050391,abstract_only,1,16,1,0,15,1,19,0.0625,15,18,1,1,1,0.05263157894736842,0.05263157894736842,0.05263157894736842
PXD050547,with_methods,26,26,25,1,1,31,40,0.9259259259259259,0,9,19,19,25,0.36538461538461536,0.36538461538461536,0.5434782608695652
PXD050623,abstract_only,3,19,3,0,16,3,34,0.15789473684210525,16,31,0,1,2,0.0,0.027777777777777776,0.05714285714285714
PXD050841,with_methods,16,20,15,1,5,21,25,0.7142857142857143,4,4,14,14,16,0.4375,0.4375,0.5333333333333333
PXD050916,with_methods,26,24,24,2,0,28,31,0.9230769230769231,-2,3,17,17,20,0.40476190476190477,0.40476190476190477,0.5128205128205128
PXD051015,abstract_only,7,26,7,0,19,7,33,0.2692307692307692,19,26,3,3,6,0.08108108108108109,0.08108108108108109,0.17647058823529413
PXD051148,with_methods,18,19,18,0,1,30,32,0.9473684210526315,1,2,19,19,22,0.4418604651162791,0.4418604651162791,0.55
PXD051269,abstract_only,1,16,1,0,15,1,18,0.0625,15,17,1,1,1,0.05555555555555555,0.05555555555555555,0.05555555555555555
PXD051538,with_methods,18,16,15,3,1,26,21,0.7894736842105263,-2,-5,14,14,17,0.42424242424242425,0.42424242424242425,0.5666666666666667
PXD051697,with_methods,17,17,17,0,0,22,20,1.0,0,-2,14,14,17,0.5,0.5,0.68
PXD051747,abstract_only,19,26,18,1,8,35,39,0.6666666666666666,7,4,23,23,24,0.45098039215686275,0.45098039215686275,0.48
PXD051958,abstract_only,4,18,4,0,14,4,22,0.2222222222222222,14,18,2,2,2,0.08333333333333333,0.08333333333333333,0.08333333333333333
PXD052033,abstract_only,10,21,8,2,13,12,28,0.34782608695652173,11,16,5,5,6,0.14285714285714285,0.14285714285714285,0.17647058823529413
PXD052259,abstract_only,11,26,11,0,15,11,29,0.4230769230769231,15,18,6,6,8,0.17647058823529413,0.17647058823529413,0.25
PXD052627,abstract_only,9,17,8,1,9,9,22,0.4444444444444444,8,13,4,5,8,0.14814814814814814,0.19230769230769232,0.34782608695652173
PXD052806,with_methods,26,20,19,7,1,26,23,0.7037037037037037,-6,-3,10,10,14,0.2564102564102564,0.2564102564102564,0.4
PXD053008,abstract_only,9,26,9,0,17,9,30,0.34615384615384615,17,21,5,6,6,0.14705882352941177,0.18181818181818182,0.18181818181818182
PXD053198,abstract_only,9,26,9,0,17,9,28,0.34615384615384615,17,19,9,9,9,0.32142857142857145,0.32142857142857145,0.32142857142857145
PXD053353,with_methods,9,16,7,2,9,9,16,0.3888888888888889,7,7,4,5,6,0.19047619047619047,0.25,0.3157894736842105
PXD053578,with_methods,10,25,10,0,15,10,35,0.4,15,25,9,9,10,0.25,0.25,0.2857142857142857
PXD053864,abstract_only,9,26,9,0,17,10,34,0.34615384615384615,17,24,8,8,9,0.2222222222222222,0.2222222222222222,0.2571428571428571
PXD053945,abstract_only,6,20,6,0,14,6,21,0.3,14,15,4,4,5,0.17391304347826086,0.17391304347826086,0.22727272727272727
PXD054073,with_methods,24,19,19,5,0,35,30,0.7916666666666666,-5,-5,17,17,19,0.3541666666666667,0.3541666666666667,0.41304347826086957
PXD054248,abstract_only,10,18,10,0,8,10,25,0.5555555555555556,8,15,6,6,6,0.20689655172413793,0.20689655172413793,0.20689655172413793
PXD054378,with_methods,16,18,15,1,3,19,40,0.7894736842105263,2,21,14,14,17,0.3111111111111111,0.3111111111111111,0.40476190476190477
PXD054611,abstract_only,3,14,3,0,11,3,16,0.21428571428571427,11,13,1,1,1,0.05555555555555555,0.05555555555555555,0.05555555555555555
PXD054717,abstract_only,10,18,10,0,8,11,29,0.5555555555555556,8,18,3,3,3,0.08108108108108109,0.08108108108108109,0.08108108108108109
PXD055141,with_methods,26,26,24,2,2,64,49,0.8571428571428571,0,-15,29,29,31,0.34523809523809523,0.34523809523809523,0.3780487804878049
PXD055348,with_methods,12,21,12,0,9,18,36,0.5714285714285714,9,18,11,11,14,0.2558139534883721,0.2558139534883721,0.35
PXD055623,abstract_only,8,23,8,0,15,9,35,0.34782608695652173,15,26,7,7,7,0.1891891891891892,0.1891891891891892,0.1891891891891892
PXD055884,abstract_only,9,18,9,0,9,9,22,0.5,9,13,7,7,7,0.2916666666666667,0.2916666666666667,0.2916666666666667
PXD055983,abstract_only,5,19,5,0,14,5,21,0.2631578947368421,14,16,3,3,5,0.13043478260869565,0.13043478260869565,0.23809523809523808
PXD056077,with_methods,25,30,24,1,6,36,51,0.7741935483870968,5,15,20,20,28,0.29850746268656714,0.29850746268656714,0.4745762711864407
PXD056141,abstract_only,2,20,2,0,18,2,26,0.1,18,24,1,1,1,0.037037037037037035,0.037037037037037035,0.037037037037037035
PXD056181,abstract_only,7,17,7,0,10,7,20,0.4117647058823529,10,13,4,4,5,0.17391304347826086,0.17391304347826086,0.22727272727272727
PXD056199,abstract_only,4,22,4,0,18,4,45,0.18181818181818182,18,41,1,1,1,0.020833333333333332,0.020833333333333332,0.020833333333333332
PXD056295,abstract_only,8,20,6,2,14,8,24,0.2727272727272727,12,16,2,2,3,0.06666666666666667,0.06666666666666667,0.10344827586206896
PXD056421,abstract_only,3,19,1,2,18,3,24,0.047619047619047616,16,21,1,1,1,0.038461538461538464,0.038461538461538464,0.038461538461538464
PXD056499,with_methods,12,21,11,1,10,12,26,0.5,9,14,8,9,11,0.26666666666666666,0.3103448275862069,0.4074074074074074
PXD056689,abstract_only,10,22,9,1,13,11,24,0.391304347826087,12,13,3,3,4,0.09375,0.09375,0.12903225806451613
PXD056783,abstract_only,8,18,8,0,10,8,23,0.4444444444444444,10,15,7,7,8,0.2916666666666667,0.2916666666666667,0.34782608695652173
PXD056910,abstract_only,3,17,3,0,14,3,19,0.17647058823529413,14,16,2,2,3,0.1,0.1,0.15789473684210525
PXD057020,abstract_only,4,13,4,0,9,4,14,0.3076923076923077,9,10,3,3,4,0.2,0.2,0.2857142857142857
PXD057157,abstract_only,4,20,4,0,16,4,23,0.2,16,19,2,2,3,0.08,0.08,0.125
PXD057269,abstract_only,2,21,2,0,19,3,39,0.09523809523809523,19,36,2,2,3,0.05,0.05,0.07692307692307693
PXD057405,with_methods,21,19,17,4,2,30,24,0.7391304347826086,-2,-6,15,15,21,0.38461538461538464,0.38461538461538464,0.6363636363636364
PXD057491,abstract_only,8,19,7,1,12,9,25,0.35,11,16,3,3,5,0.0967741935483871,0.0967741935483871,0.1724137931034483
