field,value,ontology_id
sample_source,skeletal muscle biopsy,
sample_source,skeletal muscle-specific irp1/2 knock-out mice,
sample_source,skin biopsy,
sample_source,skin punch biopsy,
sample_source,skin tape stripping,
sample_source,small intestinal biopsy,
sample_source,small intestine,BTO:0000651
sample_source,sorted mouse cells,
sample_source,sp retrieved from sci patients,
sample_source,sperm samples,
sample_source,spermatozoa,
sample_source,spin cohort,
sample_source,sputum,BTO:0001297
sample_source,sputum sample,
sample_source,src-transformed mammary epithelial cells,
sample_source,stem cell culture,
sample_source,subcutaneous adipose tissue,BTO:0004042
sample_source,subcutaneous fat tissue,
sample_source,substantia nigra,BTO:0000143
sample_source,substantia nigra fractionation,
sample_source,sural nerve biopsy,
sample_source,surgical excisions,
sample_source,surgical repair,
sample_source,surgical resection,
sample_source,surgically resected pdac tumor,
sample_source,surgically resected tissue,
sample_source,surrounding tissue,
sample_source,synovial fluid,
sample_source,synthetic peptides,
sample_source,t-cell hybridoma,
sample_source,tachyzoites,
sample_source,tape strip samples,
sample_source,tcga tumor samples,
sample_source,tear fluid,
sample_source,tear fluid volunteers,
sample_source,tear sample,
sample_source,tendon biopsy,
sample_source,tendon tissue,
sample_source,testicular tissues,
sample_source,testicular tissues and spermatozoa,
sample_source,testis tissue samples,
sample_source,thyroid tissue,
sample_source,thyroid tissues,
sample_source,tissue,
sample_source,tissue biopsy,
sample_source,tissue donors,
sample_source,tissue sample,
sample_source,tissue samples,
sample_source,tissue sections,
sample_source,tooth enamel,BTO:0001844
sample_source,total knee replacement,
sample_source,transgenic mice,
sample_source,transgenic mouse organs,
sample_source,transgenic plant lines,
sample_source,transplant recipients,
sample_source,trauma victims,
sample_source,triple negative breast cancer cells,
sample_source,tumor biopsy,
sample_source,tumor genomes,
sample_source,tumor resections,
sample_source,tumor samples,
sample_source,tumor tissue,
sample_source,tumor tissue from mice,
sample_source,tumor xenograft,
sample_source,tumor xenografts,
sample_source,umbilical cord,BTO:0001415
sample_source,uninfected controls,
sample_source,untreated human plasma,
sample_source,urine,BTO:0001419
sample_source,urine cell culture,
sample_source,urine collection,
sample_source,urine samples,
sample_source,urine-derived cells,
sample_source,vaginal cells,
sample_source,valve replacement surgery,
sample_source,venous blood,BTO:0006187
sample_source,volunteer donors,
sample_source,volunteer firefighters,
sample_source,weight loss study,
sample_source,whole blood,
sample_source,whole plant,BTO:0001461
sample_source,whole rosettes,
sample_source,whole saliva,
sample_source,wild-type mice,
sample_source,wild-type plants,
sample_source,wisdom teeth,
sample_source,wound fluid,BTO:0003114
sample_source,wt naïve mice sperm,
sample_source,yeast cell culture,
sample_source,yeast cells,
sample_source,yeast culture,
sample_source,yeast lysates,
sample_source,yeast whole cell lysate,
species,acinetobacter lwoffi,
species,acyrthosiphon pisum,
species,arabidopsis,NCBITaxon:3702
species,arabidopsis thaliana,NCBITaxon:3702
species,bacillus tropicus,
species,bacteria,
species,bos taurus,NCBITaxon:9913
species,burkholderia thailandensis,
species,c. elegans,NCBITaxon:6239
species,canis familiaris,
species,danio rerio,NCBITaxon:7955
species,drosophila,NCBITaxon:7227
species,drosophila melanogaster,NCBITaxon:7227
species,e. coli,NCBITaxon:562
species,equus caballus,NCBITaxon:9796
species,escherichia coli,NCBITaxon:562
species,felis catus,NCBITaxon:9685
species,gallus gallus,NCBITaxon:9031
species,hepatitis b virus,
species,hepatitis e virus,
species,homo sapiens,NCBITaxon:9606
species,hordeum vulgare,
species,human cytomegalovirus,
species,inferred: mammalian cells,
species,influenza a virus,
species,influenza a virus (a/aichi/68/2007(h3n2)),
species,legionella pneumophila,
species,leishmania major,
species,listeria monocytogenes,
species,macaca mulatta,NCBITaxon:9544
species,mus musculus,NCBITaxon:10090
species,mycobacterium tuberculosis,
species,nicotiana benthamiana,
species,orthomyxoviridae,
species,oryctolagus cuniculus,NCBITaxon:9986
species,oryza sativa,NCBITaxon:4530
species,ovis aries,NCBITaxon:9940
species,pichia pastoris,
species,plasmodium falciparum,
species,pseudomonas syringae,
species,rattus norvegicus,NCBITaxon:10116
species,s. cerevisiae,
species,saccharomyces cerevisiae,NCBITaxon:4932
species,serendipita indica,
species,sus scrofa,NCBITaxon:9823
species,sus scrofa domesticus,NCBITaxon:9825
species,toxoplasma gondii,
species,trypanosoma brucei,
species,xenopus laevis,NCBITaxon:8355
species,zika virus,
species,zika virus zikv/h. sapiens/frenchpolynesia/10087pf/2013,
tissue,abdominal aorta,UBERON:0001516
tissue,achilles tendon,UBERON:0003701
tissue,adipose,
tissue,adipose tissue,UBERON:0001013
tissue,adrenal gland,UBERON:0002369
tissue,airways,
tissue,alveolar bone,UBERON:0004103
tissue,anterior chamber of the eye,
tissue,anterior cingulate gyrus,UBERON:0002756
tissue,anterior lens capsule,
tissue,aorta,UBERON:0000947
tissue,aqueous drainage system,UBERON:0003956
tissue,aqueous humor,UBERON:0001796
tissue,arteria mammaria interna,
tissue,articular cartilage,UBERON:0010996
tissue,ascites,
tissue,atrium,UBERON:0002081
tissue,b cell,
tissue,bile,UBERON:0001970
tissue,bladder,
tissue,blood,UBERON:0000178
tissue,blood plasma,UBERON:0001969
tissue,blood serum,UBERON:0001977
tissue,blood vessel,UBERON:0001981
tissue,bone,
tissue,bone marrow,UBERON:0002371
tissue,brain,UBERON:0000955
tissue,breast,UBERON:0000310
tissue,bronchus,UBERON:0002185
tissue,brown adipose tissue,UBERON:0001348
tissue,brown fat,UBERON:0001348
tissue,buccal mucosa,UBERON:0006956
tissue,carpel,
tissue,cartilage,
tissue,cauline leaf,
tissue,cerebellum,UBERON:0002037
tissue,cerebral cortex,UBERON:0000956
tissue,cerebrospinal fluid,UBERON:0001359
tissue,cervical region,UBERON:0005434
tissue,cervical vaginal fluid,
tissue,cervical-vaginal,
tissue,cervix,
tissue,colon,UBERON:0001155
tissue,colorectal,
tissue,colorectum,UBERON:0012652
tissue,cornea,UBERON:0000964
tissue,cortex,UBERON:0001851
tissue,cortical brain tissue,
tissue,cotyledon,
tissue,cranial suture,UBERON:0003685
tissue,cranium,UBERON:0003128
tissue,dental calculus,
tissue,dental plaque,UBERON:0016482
tissue,dental pulp,UBERON:0001754
tissue,dentine,UBERON:0001751
tissue,dorsolateral prefrontal cortex,UBERON:0009834
tissue,duodenal mucosa,UBERON:0000320
tissue,duodenum,UBERON:0002114
tissue,dura,
tissue,embryo,UBERON:0000922
tissue,embryoid body,UBERON:0014374
tissue,embryonic brain cortex,
tissue,endometrium,UBERON:0001295
tissue,endothelial cell,
tissue,endothelium,UBERON:0001986
tissue,epididymal white adipose tissue,
tissue,epididymis,UBERON:0001301
tissue,epithelial tissue,UBERON:0000483
tissue,esophagus,UBERON:0001043
tissue,eye,UBERON:0000970
tissue,fallopian tube,UBERON:0003889
tissue,fat,UBERON:0001013
tissue,feces,UBERON:0001988
tissue,fetal liver,
tissue,fibroblast,
tissue,fibroblasts,
tissue,flower,
tissue,flower bud,
tissue,forebrain,UBERON:0001890
tissue,foreskin,
tissue,frontal cortex,UBERON:0001870
tissue,frontal lobe,UBERON:0016525
tissue,gall bladder,UBERON:0002110
tissue,gastrocnemius,UBERON:0001388
tissue,gingiva,UBERON:0001828
tissue,glomeruli,
tissue,gracilis muscle,UBERON:0000950
tissue,gum,UBERON:0001828
tissue,gut,
tissue,head,UBERON:0000033
tissue,head and neck,
tissue,heart,UBERON:0000948
tissue,hip,UBERON:0001464
tissue,hippocampus,
tissue,hypocotyl,
tissue,hypothalamus,UBERON:0001898
tissue,intestinal epithelium,UBERON:0001277
tissue,intestine,UBERON:0000160
tissue,joint,
tissue,kidney,UBERON:0002113
tissue,kidney cell,
tissue,knee,UBERON:0001465
tissue,knee joint,UBERON:0001485
tissue,lacrimal gland,UBERON:0001817
tissue,leaf,
tissue,left atria,
tissue,left atrium,UBERON:0002079
tissue,left ventricle,UBERON:0002084
tissue,leukemia,
tissue,limb bud,UBERON:0004347
tissue,limbs,
tissue,liver,UBERON:0002107
tissue,lung,UBERON:0002048
tissue,lymph node,UBERON:0000029
tissue,lymph nodes,
tissue,mammary,
tissue,mammary gland,UBERON:0001911
tissue,mediastinal lymph node,UBERON:0002524
tissue,melanocyte,
tissue,melanoma,
tissue,mesentery,UBERON:0002095
tissue,mesothelium,UBERON:0001136
tissue,mid-brain,
tissue,middle temporal lobe,
tissue,milk,UBERON:0001913
tissue,muscle,
tissue,myocardium,UBERON:0002349
tissue,nasal polyps,
tissue,nasopharynx,UBERON:0001728
tissue,neck,UBERON:0000974
tissue,nerve,UBERON:0001021
tissue,nerve cord,UBERON:0005053
tissue,nerves,UBERON:0001021
tissue,nervous system,UBERON:0001016
tissue,neuroblastoma,
tissue,nipple aspirate fluid,
tissue,nucleus accumbens,UBERON:0001882
tissue,oesophagus,UBERON:0001043
tissue,omentum,UBERON:0003688
tissue,oral,
tissue,oral cavity,UBERON:0000167
tissue,oral mucosa,
tissue,osteosarcoma,
tissue,ovarian gland,
tissue,ovaries,
tissue,ovary,UBERON:0000992
tissue,ovule,
tissue,palatine tonsil,UBERON:0002373
tissue,palatine tonsils,
tissue,pancreas,UBERON:0001264
tissue,pancreatic duct,UBERON:0007329
tissue,parotid gland,UBERON:0001831
tissue,pelvis,UBERON:0002355
tissue,periaortic lymph node,
tissue,pericardial fluid,UBERON:0002409
tissue,peripheral blood lymphocyte,
tissue,peripheral nervous system,UBERON:0000010
tissue,peritoneal cavity,UBERON:0001179
tissue,peritoneal lymph node,
tissue,peritoneum,UBERON:0002358
tissue,petal,
tissue,phaco cassette,
tissue,phloem,
tissue,placenta,UBERON:0001987
tissue,plant,
tissue,plant tissue,
tissue,plasma,
tissue,pleural cavity,UBERON:0002402
tissue,pollen,
tissue,prefrontal cortex,UBERON:0000451
tissue,prostate,UBERON:0002367
tissue,prostate gland,UBERON:0002367
tissue,pulmonary artery,UBERON:0002012
tissue,quadriceps,UBERON:0001377
tissue,rectum,UBERON:0001052
tissue,renal glomerular capsule,UBERON:0001230
tissue,renal glomerulus,UBERON:0000074
tissue,retina,UBERON:0000966
tissue,right atria,
tissue,right atrium,UBERON:0002078
tissue,right lung,UBERON:0002167
tissue,root,
tissue,rosette,
tissue,rotator cuff,UBERON:0003683
tissue,saliva,UBERON:0001836
tissue,salivary gland,UBERON:0001044
tissue,sciatic nerve,UBERON:0001322
tissue,seed,
tissue,semen,UBERON:0001968
tissue,seminal plasma,UBERON:0006530
tissue,seminal vesicle,UBERON:0000998
tissue,sepal,
tissue,serum,UBERON:0001977
tissue,shoot,
tissue,silique,
tissue,skeletal muscle,
tissue,skin,UBERON:0000014
tissue,small intestine,UBERON:0002108
tissue,small intestine epithelium,UBERON:0001902
tissue,soft tissue,
tissue,sperm,
tissue,spermatozoon,
tissue,spinal cord,UBERON:0002240
tissue,spleen,UBERON:0002106
tissue,stamen,
tissue,stomach,UBERON:0000945
tissue,striatum,UBERON:0002435
tissue,subcutaneous (inguinal) adipose tissue,
tissue,subcutaneous adipose tissue,UBERON:0002190
tissue,subcutaneous fat,
tissue,subcutaneous tissue,UBERON:0011818
tissue,substantia nigra,UBERON:0002038
tissue,suprachiasmatic nucleus,UBERON:0002034
tissue,suprachiasmatic nucleus (scn),
tissue,supragingival plaque,
tissue,sural nerve,UBERON:0015488
tissue,sweat,UBERON:0001089
tissue,synovia,
tissue,synovial fluid,UBERON:0001090
tissue,synovial joint,UBERON:0002217
tissue,synovial tissue,
tissue,synovium,UBERON:0007616
tissue,tear,UBERON:0001827
tissue,tear fluid,
tissue,tear gland,
tissue,tendon,UBERON:0000043
tissue,testes,
tissue,testis,UBERON:0000473
tissue,thymus,UBERON:0002370
tissue,thyroid,UBERON:0002046
tissue,thyroid gland,UBERON:0002046
tissue,tibia,UBERON:0000979
tissue,tibialis anterior,UBERON:0001385
tissue,tissue,UBERON:0000479
tissue,tissues,
tissue,tissues and organs,
tissue,tonsil,UBERON:0002372
tissue,tonsils,
tissue,tooth,UBERON:0001091
tissue,tooth enamel,UBERON:0001752
tissue,triceps brachii muscle,UBERON:0001509
tissue,tumor,
tissue,umbilical artery,UBERON:0001310
tissue,umbilical cord,UBERON:0002331
tissue,umbilical vein,UBERON:0002066
tissue,urachus,UBERON:0002068
tissue,urinary bladder,UBERON:0001255
tissue,urinary tract,UBERON:0001008
tissue,urine,UBERON:0001088
tissue,uterine cervix,UBERON:0000002
tissue,uterine endometrium,UBERON:0001295
tissue,uterosacral ligament,
tissue,uterus,UBERON:0000995
tissue,uveal,
tissue,vagina,UBERON:0000996
tissue,various tissues,
tissue,ventricle,
tissue,vestibular nerve,UBERON:0003723
tissue,visceral adipose tissue,
tissue,white adipose tissue,UBERON:0001347
tissue,whole body,
