pxd	run	organism	tissue	disease	cell_line	instrument	fragmentation	collision_energy	enzymes	modifications	labeling	enrichment	fraction_identifier	fractionation
PXD013868	01774_E05_P018615_S00_I00_N05_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	5	True
PXD013868	01774_F05_P018615_S00_I00_N06_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	6	True
PXD013868	01774_G05_P018615_S00_I00_N07_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	7	True
PXD013868	01774_H05_P018615_S00_I00_N08_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	8	True
PXD013868	01774_A06_P018615_S00_I00_N09_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	9	True
PXD013868	01774_B06_P018615_S00_I00_N10_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	10	True
PXD013868	01774_C06_P018615_S00_I00_N11_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	11	True
PXD013868	01774_D06_P018615_S00_I00_N12_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	12	True
PXD013868	01774_E06_P018615_S00_I00_N13_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	13	True
PXD013868	01774_F06_P018615_S00_I00_N14_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	14	True
PXD013868	01774_G06_P018615_S00_I00_N15_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	15	True
PXD013868	01774_H06_P018615_S00_I00_N16_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	16	True
PXD013868	01774_A07_P018615_S00_I00_N17_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	17	True
PXD013868	01774_B07_P018615_S00_I00_N18_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	18	True
PXD013868	01774_C07_P018615_S00_I00_N19_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	19	True
PXD013868	01774_D07_P018615_S00_I00_N20_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	20	True
PXD013868	01774_E07_P018615_S00_I00_N21_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	21	True
PXD013868	01774_F07_P018615_S00_I00_N22_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	22	True
PXD013868	01774_G07_P018615_S00_I00_N23_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	23	True
PXD013868	01774_H07_P018615_S00_I00_N24_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	24	True
PXD013868	01774_A09_P018616_S00_I00_N01_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	1	True
PXD013868	01774_B09_P018616_S00_I00_N02_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	2	True
PXD013868	01774_C09_P018616_S00_I00_N03_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	3	True
PXD013868	01774_D09_P018616_S00_I00_N04_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	4	True
PXD013868	01774_E09_P018616_S00_I00_N05_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	5	True
PXD013868	01774_F09_P018616_S00_I00_N06_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	6	True
PXD013868	01774_G09_P018616_S00_I00_N07_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	7	True
PXD013868	01774_H09_P018616_S00_I00_N08_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	8	True
PXD013868	01774_A10_P018616_S00_I00_N09_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	9	True
PXD013868	01774_B10_P018616_S00_I00_N10_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	10	True
PXD013868	01774_C10_P018616_S00_I00_N11_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	11	True
PXD013868	01774_D10_P018616_S00_I00_N12_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	12	True
PXD013868	01774_E10_P018616_S00_I00_N13_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	13	True
PXD013868	01774_F10_P018616_S00_I00_N14_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	14	True
PXD013868	01774_G10_P018616_S00_I00_N15_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	15	True
PXD013868	01774_H10_P018616_S00_I00_N16_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	16	True
PXD013868	01774_A11_P018616_S00_I00_N17_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	17	True
PXD013868	01774_B11_P018616_S00_I00_N18_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	18	True
PXD013868	01774_C11_P018616_S00_I00_N19_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	19	True
PXD013868	01774_D11_P018616_S00_I00_N20_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	20	True
PXD013868	01774_E11_P018616_S00_I00_N21_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	21	True
PXD013868	01774_F11_P018616_S00_I00_N22_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	22	True
PXD013868	01774_G11_P018616_S00_I00_N23_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	23	True
PXD013868	01774_H11_P018616_S00_I00_N24_R1_160621175404	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	24	True
PXD013868	01865_A01_P019517_S00_I00_N01_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	1	True
PXD013868	01865_B01_P019517_S00_I00_N02_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	2	True
PXD013868	01865_C01_P019517_S00_I00_N03_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	3	True
PXD013868	01865_D01_P019517_S00_I00_N04_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	4	True
PXD013868	01865_E01_P019517_S00_I00_N05_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	5	True
PXD013868	01865_F01_P019517_S00_I00_N06_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	6	True
PXD013868	01865_G01_P019517_S00_I00_N07_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	7	True
PXD013868	01865_H01_P019517_S00_I00_N08_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	8	True
PXD013868	01865_A02_P019517_S00_I00_N09_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	9	True
PXD013868	01865_B02_P019517_S00_I00_N10_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	10	True
PXD013868	01865_C02_P019517_S00_I00_N11_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	11	True
PXD013868	01865_D02_P019517_S00_I00_N12_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	12	True
PXD013868	01865_E02_P019517_S00_I00_N13_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	13	True
PXD013868	01865_F02_P019517_S00_I00_N14_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	14	True
PXD013868	01865_G02_P019517_S00_I00_N15_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	15	True
PXD013868	01865_H02_P019517_S00_I00_N16_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	16	True
PXD013868	01865_A03_P019517_S00_I00_N17_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	17	True
PXD013868	01865_B03_P019517_S00_I00_N18_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	18	True
PXD013868	01865_C03_P019517_S00_I00_N19_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	19	True
PXD013868	01865_D03_P019517_S00_I00_N20_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	20	True
PXD013868	01865_E03_P019517_S00_I00_N21_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	21	True
PXD013868	01865_F03_P019517_S00_I00_N22_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	22	True
PXD013868	01865_G03_P019517_S00_I00_N23_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	23	True
PXD013868	01865_H03_P019517_S00_I00_N24_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	24	True
PXD013868	01865_A05_P019518_S00_I00_N01_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	1	True
PXD013868	01865_B05_P019518_S00_I00_N02_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	2	True
PXD013868	01865_C05_P019518_S00_I00_N03_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	3	True
PXD013868	01865_D05_P019518_S00_I00_N04_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	4	True
PXD013868	01865_E05_P019518_S00_I00_N05_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	5	True
PXD013868	01865_F05_P019518_S00_I00_N06_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	6	True
PXD013868	01865_G05_P019518_S00_I00_N07_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	7	True
PXD013868	01865_H05_P019518_S00_I00_N08_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	8	True
PXD013868	01865_A06_P019518_S00_I00_N09_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	9	True
PXD013868	01865_B06_P019518_S00_I00_N10_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	10	True
PXD013868	01865_C06_P019518_S00_I00_N11_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	11	True
PXD013868	01865_D06_P019518_S00_I00_N12_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	12	True
PXD013868	01865_E06_P019518_S00_I00_N13_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	13	True
PXD013868	01865_F06_P019518_S00_I00_N14_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	14	True
PXD013868	01865_G06_P019518_S00_I00_N15_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	15	True
PXD013868	01865_H06_P019518_S00_I00_N16_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	16	True
PXD013868	01865_A07_P019518_S00_I00_N17_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	17	True
PXD013868	01865_B07_P019518_S00_I00_N18_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	18	True
PXD013868	01865_C07_P019518_S00_I00_N19_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	19	True
PXD013868	01865_D07_P019518_S00_I00_N20_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	20	True
PXD013868	01865_E07_P019518_S00_I00_N21_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	21	True
PXD013868	01865_F07_P019518_S00_I00_N22_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	22	True
PXD013868	01865_G07_P019518_S00_I00_N23_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	23	True
PXD013868	01865_H07_P019518_S00_I00_N24_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	24	True
PXD013868	01865_A10_P019519_S00_I00_N01_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	1	True
PXD013868	01865_B10_P019519_S00_I00_N02_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	2	True
PXD013868	01865_C10_P019519_S00_I00_N03_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	3	True
PXD013868	01865_D10_P019519_S00_I00_N04_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	4	True
PXD013868	01865_E10_P019519_S00_I00_N05_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	5	True
PXD013868	01865_F10_P019519_S00_I00_N06_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	6	True
PXD013868	01865_G10_P019519_S00_I00_N07_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	7	True
PXD013868	01865_H10_P019519_S00_I00_N08_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	8	True
PXD013868	01865_A11_P019519_S00_I00_N09_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	9	True
PXD013868	01865_B11_P019519_S00_I00_N10_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	10	True
PXD013868	01865_C11_P019519_S00_I00_N11_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	11	True
PXD013868	01865_D11_P019519_S00_I00_N12_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	12	True
PXD013868	01865_E11_P019519_S00_I00_N13_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	13	True
PXD013868	01865_F11_P019519_S00_I00_N14_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	14	True
PXD013868	01865_G11_P019519_S00_I00_N15_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	15	True
PXD013868	01865_H11_P019519_S00_I00_N16_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	16	True
PXD013868	01865_A12_P019519_S00_I00_N17_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	17	True
PXD013868	01865_B12_P019519_S00_I00_N18_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	18	True
PXD013868	01865_C12_P019519_S00_I00_N19_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	19	True
PXD013868	01865_D12_P019519_S00_I00_N20_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	20	True
