pxd	group_name	organism	organism_score	tissue	tissue_score	disease	disease_score	cell_part	cell_part_score	cell_line	cell_line_score	instrument	instrument_score	fragmentation	fragmentation_score	enzymes	enzymes_score	modifications	modifications_score	collision_energy	collision_energy_score	gradient_time_min	gradient_time_min_score	lc_column	lc_column_score	acquisition	acquisition_score	labeling	labeling_score	ionization	ionization_score	treatment_type	treatment_type_score	treatment_name	treatment_name_score	treatment_class	treatment_class_score	fractionation	enrichment
PXD059964	MCF-7 mammospheres	Homo sapiens	1.0	epithelial cell	1.0	breast cancer	1.0			MCF-7	1.0	Q Exactive	1.0	HCD	1.0	trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DIA	1.0	label-free	1.0							biologics	1.0		
PXD059966	Muscle stem cells and skeletal muscle	Mus musculus	1.0	skeletal muscle	1.0							Orbitrap Fusion	1.0					C-carbamidomethylation	1.0							DDA	1.0	TMT	1.0										
PXD059976	PBMC from POAG and Control subjects	Homo sapiens	1.0	blood; PBMCs	1.0; 0.772	healthy	1.0					Orbitrap Exploris 240	1.0	HCD	1.0	LysC; trypsin	0.933; 1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DIA; DDA	1.0; 1.0	label-free	1.0	ESI	1.0							True; Gas Phase Fractionation	
PXD059977	Mouse Embryonic Stem Cells Chromatin	Mus musculus	1.0	stem cells	0.829							Orbitrap Exploris 480	1.0			trypsin	1.0	C-carbamidomethylation	1.0							DDA	1.0	label-free	1.0									True; strong anion exchange	
PXD059985	AC16 cardiomyocytes	Homo sapiens	1.0					mitochondria	1.0			Orbitrap Exploris 480	1.0			trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DIA	1.0	label-free	1.0							environmental	1.0		
PXD060014	CPK3 phosphorylates SNC1-TIR	Arabidopsis thaliana	1.0									Q Exactive HF	1.0					S-phosphorylation	1.0							DIA	1.0												phosphorylation
PXD060027	MDA-MB-231 cells treated with RNA Pol I inhibitors or FBL knockdown	Homo sapiens	1.0			breast cancer	1.0			MDA-MB-231	1.0	Orbitrap Exploris 480	1.0	HCD	1.0	trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	label-free	1.0	ESI	1.0					small molecule; biologics	1.0; 1.0		
PXD060033	Primary cortical neurons and synaptosomes	Mus musculus	1.0	brain	1.0							Q Exactive HF-X	1.0	HCD	1.0	LysC; trypsin	1.0; 1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	label-free	1.0	ESI	1.0								
PXD060034	Mouse Brain Proteomics	Mus musculus	1.0	brain	1.0							Orbitrap Fusion Lumos	1.0	HCD	1.0	trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0			ESI	1.0					biologics	1.0	True; pre-TAILS polymer enrichment	N-termini; dendritic polyglycerol aldehyde polymer
PXD060045	HCT116, A549, DLD-1 S-palmitoylated proteome	Homo sapiens	1.0			colon cancer; lung cancer	1.0; 0.948			HCT-116; A549; DLD-1	1.0; 1.0; 1.0	Q Exactive HF	1.0	HCD	1.0	trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	label-free	1.0	ESI	1.0					environmental	1.0	True; streptavidin affinity agarose	S-palmitoylation; streptavidin affinity agarose
PXD060046	Proteome and ADP-ribosylome analysis	Homo sapiens	1.0			breast cancer	1.0					Orbitrap Exploris 480; Orbitrap Fusion Lumos	1.0; 1.0	HCD; EThcD	1.0; 1.0	LysC; trypsin	0.933; 1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	label-free	1.0	ESI	1.0					small molecule; environmental	1.0; 1.0	True; UPLC under basic conditions	ADP-ribosylation; GST-tagged Af1521 macrodomain beads
PXD060046	Phosphoproteome analysis	Homo sapiens	1.0			breast cancer	1.0					Orbitrap Exploris 480	1.0	HCD	1.0	LysC; trypsin	0.933; 1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DIA	1.0	label-free	1.0	ESI	1.0					small molecule; environmental	1.0; 1.0		phosphorylation; ZrIMAC-HP beads
PXD060047	MSC-derived EVs	Homo sapiens	1.0	stem cells	0.993							Orbitrap Fusion; Orbitrap Exploris 480	1.0; 1.0			trypsin	1.0	C-carbamidomethylation	1.0							DDA	1.0	TMT	1.0							biologics	1.0	True; 12 fractions	
PXD060057	Mouse Brain Phosphoproteome	Mus musculus	1.0	brain	1.0							LTQ Orbitrap XL	1.0	HCD	1.0	trypsin	1.0	C-carbamidomethylation; S-phosphorylation; T-phosphorylation; Y-phosphorylation	1.0; 1.0; 1.0; 1.0							DDA	1.0	label-free	1.0	ESI	1.0					small molecule	1.0	True; SDS-PAGE	phosphorylation; TiO2
PXD060102	Yeast Whole Cell and Vacuole Fraction	Saccharomyces cerevisiae	1.0					lysosome	0.716			Orbitrap Fusion; Orbitrap Exploris 480	1.0; 1.0	HCD	1.0	trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	label-free	1.0	ESI	1.0							True; Ficoll gradient	
PXD060109	Mouse Tissue Membranes	Mus musculus	1.0	spleen; skeletal muscle; urinary bladder; liver; lung; kidney; brain; heart; gut	1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 0.819			membrane	0.791			LTQ Orbitrap XL; Q Exactive HF-X	1.0; 1.0	HCD	1.0	trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	label-free	1.0	ESI	1.0							True; SDS-PAGE	
PXD060121	SH-SY5Y cells treated with PoTX	Homo sapiens	1.0							SH-SY5Y	1.0	Orbitrap Astral	1.0			trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DIA	1.0	label-free	1.0	ESI	1.0					small molecule	1.0		
PXD060126	DKFZ-BT66 pLGG cell line	Homo sapiens	1.0									Orbitrap Fusion Lumos	1.0	HCD	1.0	trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	label-free	1.0	ESI	1.0					small molecule	1.0	True; TiO2	phosphorylation; TiO2
PXD060129	SNC1-TIR-Flag in Arabidopsis thaliana	Arabidopsis thaliana	1.0									Orbitrap Astral	1.0			trypsin	1.0	S-phosphorylation	1.0					reverse phase C18	1.0	DIA	1.0	label-free	1.0										phosphorylation
PXD060138	Primary cilia proteomics	Mus musculus	1.0	epithelial cell; fibroblast	1.0; 1.0							Orbitrap Fusion Lumos	1.0			trypsin	1.0							reverse phase C18	1.0	DDA	1.0	TMT	1.0									True; streptavidin chromatography	primary cilia; APEX-based biotinylation
PXD060153	Gastric Cancer Glycoproteome	Homo sapiens	1.0	stomach	1.0	stomach carcinoma	0.954	cytoplasm; nucleus; membrane; ribosome	1.0; 1.0; 0.866; 1.0			Q Exactive Plus	1.0	HCD	1.0	trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	label-free	1.0	ESI	1.0							True; lectin enrichment	glycoproteins; lectin enrichment
PXD060212	HNSCC Mouse Model Ganglia	Mus musculus	1.0			head and neck squamous cell carcinoma	1.0					Orbitrap Fusion Lumos	1.0	HCD	1.0	trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DIA	1.0	label-free	1.0	ESI	1.0								
PXD060261	Jurkat cells treated with molecular glue	Homo sapiens	1.0							Jurkat	1.0	Orbitrap Eclipse	1.0	CID; HCD	1.0; 1.0	trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	TMT	1.0							small molecule	1.0	True; high-pH reversed-phase HPLC	
PXD060280	Primary patient cells/tissues and cell lines	Homo sapiens	1.0	blood; blood	1.0; 0.766			mitochondria	1.0			Orbitrap Exploris 480	1.0	HCD	1.0	trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	label-free	1.0	ESI	1.0							True; SCX	
PXD060305	Mouse Liver Fibrosis Models	Mus musculus	1.0	liver	1.0			extracellular matrix; cytoplasm	1.0; 1.0			Orbitrap Fusion	1.0	HCD	1.0			C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	label-free	1.0	ESI	1.0					small molecule; environmental	1.0; 1.0	True; differential centrifugation	extracellular matrix; differential centrifugation
PXD060307	Murine OPC Secretome	Mus musculus	1.0	brain	1.0			extracellular matrix	0.726			Q Exactive HF	1.0			trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	label-free	1.0	ESI	1.0					environmental	1.0		
PXD060307	ReNcell Intracellular Proteome	Homo sapiens	1.0									Q Exactive	1.0			trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DIA	1.0	label-free	1.0	ESI	1.0								
PXD060317	Flp-In 293 T-REx and Flp-In HeLa T-REx whole cell extracts	Homo sapiens	1.0	kidney	1.0			cytoplasm	0.716			Orbitrap Eclipse	1.0	HCD	1.0	LysC; trypsin	1.0; 1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	TMT	1.0	ESI	1.0							True; basic pH reverse phase HPLC	
PXD060326	Hepa1-6 Flag-LTA4H Co-IP	Mus musculus	1.0									Q Exactive Plus	1.0	HCD	1.0	trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	label-free	1.0	ESI	1.0					biologics	1.0	True; in-gel digestion	
PXD060340	HEK293 Kir4.1 Interactome	Homo sapiens; Rattus norvegicus	1.0; 1.0	epithelial cell	1.0	healthy	1.0			HEK293	1.0	Q Exactive HF	1.0	HCD	1.0	trypsin; LysC	1.0; 1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	label-free	1.0	ESI	1.0							True; 1D SDS-PAGE	
PXD060357	Platelet-derived extracellular vesicles (pEV)	Homo sapiens	1.0	platelets	0.938							Q Exactive	1.0	HCD	1.0	trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	label-free	1.0	ESI	1.0							True; SDS-PAGE	
PXD060372	HeLa cell line proteomics	Homo sapiens	1.0			cervix carcinoma	1.0			HeLa	1.0	Orbitrap Astral	1.0													DIA	1.0	label-free	1.0							small molecule	1.0		photoaffinity labeling; streptavidin beads
PXD060406	HeLa cells with Plk1 inhibition	Homo sapiens	1.0							HeLa	1.0	Orbitrap Fusion Lumos	1.0	HCD	1.0	trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	TMT	1.0	ESI	1.0					small molecule	1.0	True; offline fractionation	phosphorylation; TiO2
PXD060429	Yeast engineered with Arabidopsis proteins	Saccharomyces cerevisiae; Arabidopsis thaliana	1.0; 1.0					endoplasmic reticulum; mitochondria	1.0; 1.0			Orbitrap Fusion Lumos	1.0	HCD	1.0	trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	TMT	1.0										
PXD060457	Breast Cancer TBC1D22B/RAB1B Study	Homo sapiens	1.0			breast cancer	1.0					Q Exactive HF	1.0	HCD	1.0	trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	label-free	1.0	ESI	1.0								
PXD060483	Primary Human Hepatocytes	Homo sapiens	1.0	liver	1.0							Q Exactive HF	1.0			trypsin	1.0	C-carbamidomethylation	1.0							DIA	1.0	label-free	1.0										
PXD060519	Embryonic kidney cell line	Homo sapiens	1.0					mitochondria; endoplasmic reticulum	1.0; 1.0			Orbitrap Exploris 480	1.0	HCD	1.0	trypsin; LysC	1.0; 1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	label-free	1.0	ESI	1.0							True; SCX	
PXD060570	HEK293 cells transfected with RIG-I and RNF167	Homo sapiens	1.0							HEK293	1.0	Q Exactive	1.0			trypsin; chymotrypsin	1.0; 1.0									DDA	1.0	label-free	1.0							biologics	1.0	True; SDS-PAGE	ubiquitination; immunoprecipitation
PXD060575	THP-1 cells	Homo sapiens	1.0			acute leukemia	1.0			THP-1	1.0	Q Exactive HF-X	1.0	HCD	1.0	trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DIA	1.0	label-free	1.0	ESI	1.0					small molecule; biologics	1.0; 1.0		
PXD060621	SPICE/SIPP Human Cell Culture	Homo sapiens	1.0									Q Exactive Plus; Orbitrap Exploris 480	1.0; 1.0	HCD	1.0	trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA; DIA	1.0; 1.0	TMT	1.0	ESI	1.0					small molecule	1.0	True; basic reversed phase chromatography	
PXD060653	Human Liver Microsomes	Homo sapiens	1.0	liver	1.0							Q Exactive HF	1.0			trypsin	1.0	C-carbamidomethylation	1.0							DDA	1.0	label-free	1.0										
PXD060675	RAW 264.7 osteoclast differentiation	Mus musculus	1.0					mitochondria	1.0			Orbitrap Fusion	0.833	HCD	1.0	trypsin	1.0	C-carbamidomethylation; K-succinylation	1.0; 1.0					reverse phase C18	1.0	DDA	1.0			ESI	1.0					biologics	1.0		succinylation; immunoaffinity
PXD060708	Jurkat cells treated with CNBA derivatives	Homo sapiens	1.0							Jurkat	1.0	Q Exactive HF-X	1.0	HCD	1.0	trypsin; LysC	1.0; 0.933	C-carbamidomethylation	1.0							DDA	1.0	label-free	1.0	ESI	1.0					small molecule	1.0	True; streptavidin pulldown	biotinylated proteins; streptavidin pulldown
PXD060714	HeLa cells	Homo sapiens	1.0							HeLa	1.0	Orbitrap Eclipse	1.0	HCD	1.0	trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	label-free	1.0	ESI	1.0					environmental	1.0	True; SDS-PAGE	
PXD060715	Mouse Liver ECM	Mus musculus	1.0	liver	1.0			extracellular matrix	1.0			Q Exactive	1.0			trypsin; LysC	1.0; 0.933	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	TMT	1.0	ESI	1.0								
PXD060761	Mouse CSF	Mus musculus	1.0	cerebrospinal fluid	1.0	Alzheimer's disease	1.0					Orbitrap Exploris 480	1.0			trypsin	1.0	C-carbamidomethylation	1.0							DDA	1.0	label-free	1.0									True; 3 kDa molecular weight cut-off spin columns	
PXD060764	HDF and EVs	Homo sapiens	1.0	skin	1.0	breast cancer; healthy	1.0; 1.0					Orbitrap Fusion Lumos	1.0	HCD	1.0	trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	label-free	1.0	ESI	1.0								
PXD060764	MCF7 and MCF10A treated with EVs	Homo sapiens	1.0	breast	1.0	breast cancer; healthy	1.0; 1.0			MCF-7; MCF-10A	1.0; 1.0	Orbitrap Fusion Lumos	1.0	HCD	1.0	trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	label-free	1.0	ESI	1.0					biologics	1.0		
PXD060781	Arabidopsis seedlings with TurboID-CB5LP	Arabidopsis thaliana	1.0									Q Exactive HF	1.0			trypsin	1.0	C-carbamidomethylation	1.0							DDA	1.0	label-free	1.0									True; streptavidin affinity	biotinylation; streptavidin affinity
PXD060786	HEK293 engineered cell lines	Homo sapiens	1.0									Orbitrap Exploris 480	1.0	HCD	1.0	trypsin	0.844	C-carbamidomethylation	1.0					reverse phase C18; SCX	1.0; 1.0	DDA	1.0	TMT	1.0	ESI	1.0					small molecule	1.0	True; MudPIT	
PXD060795	Human Plasma Protein Corona on PLA	Homo sapiens	1.0	blood plasma	1.0							Orbitrap Exploris 480	1.0			trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	label-free	1.0										
PXD060798	Pancreatic cancer cell line EVs	Homo sapiens	1.0			pancreatic cancer	1.0					Orbitrap Fusion	1.0	HCD	1.0	trypsin	0.844	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	label-free	1.0	ESI	1.0							True; Size exclusion chromatography	
PXD060811	Human Testis Biopsies (OA and NOA)	Homo sapiens	1.0	testis	1.0	azoospermia; azoospermia	0.881; 0.834					Q Exactive	1.0	HCD	1.0	trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	iTRAQ	1.0									True; High-pH fractionation	
PXD060812	Brown adipose tissue and primary brown fat cells	Mus musculus	1.0	adipose tissue	0.799			mitochondria	1.0			Orbitrap Eclipse	1.0	HCD	1.0	LysC; trypsin	1.0; 1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	label-free	1.0	ESI	1.0								
PXD060843	Human mammary fibroblast ECM	Homo sapiens	1.0	fibroblast	1.0	healthy	1.0					Orbitrap Fusion Lumos	1.0			trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	label-free	1.0							environmental	1.0		
PXD060844	Apoplastic Fluid and Total Leaf Lysate	Arabidopsis thaliana	1.0					extracellular matrix; extracellular matrix	1.0; 0.726			Q Exactive Plus	1.0	HCD	1.0	trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	label-free	1.0	ESI	1.0								
PXD060852	Murine Colon TMTpro bRP fractionation N-terminomics	Mus musculus	1.0	colon	1.0	ulcerative colitis	0.815					Orbitrap Fusion Lumos	1.0	HCD	1.0	trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	TMT	1.0	ESI	1.0					environmental	1.0	True; basic reverse-phase	N-termini; TMTpro labelling
PXD060854	Murine colon HUNTER N-terminomics	Mus musculus	1.0	colon	1.0	ulcerative colitis	0.815					Orbitrap Fusion Lumos	1.0	HCD	1.0	trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	TMT	1.0	ESI	1.0					environmental	1.0	True; offline basic reverse-phase fractionation	N-termini; HUNTER
PXD060875	E. coli detergent screen	Escherichia coli	1.0									Q Exactive HF	1.0	HCD	1.0	trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	label-free	1.0	ESI	1.0					small molecule	1.0		
PXD060878	THP-1 SILAC BioID	Homo sapiens	1.0							THP-1	1.0	Orbitrap Fusion	1.0	HCD	1.0	trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DIA	1.0	SILAC	1.0	ESI	1.0					environmental; biologics	1.0; 1.0		
PXD060883	MIA PaCa-2 pancreatic cancer cells	Homo sapiens	1.0			pancreatic cancer	0.968			MiaPaCa-2	1.0	Orbitrap Fusion Lumos	1.0	HCD	1.0	LysC; trypsin	1.0; 1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DIA	1.0	label-free	1.0							small molecule	1.0		
PXD060886	HeLa HLA-APEX2 constructs	Homo sapiens	1.0							HeLa	1.0	Q Exactive HF	1.0	HCD	1.0	trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DIA	1.0	label-free	1.0	ESI	1.0							True; S-Trap	biotinylation; Streptavidin affinity
PXD060890	Plasma-derived Extracellular Vesicles	Homo sapiens	1.0	blood plasma	0.938	healthy	1.0					Q Exactive HF; Orbitrap Exploris 480	1.0; 0.785	HCD	1.0	trypsin; LysC	1.0; 1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DIA	1.0	label-free	1.0	ESI	1.0							True; size-exclusion chromatography	
PXD060898	CFBE cells with VU439 probe	Homo sapiens	1.0	epithelial cell	0.731	cystic fibrosis	1.0					Orbitrap Exploris 480	1.0	HCD	1.0	trypsin	0.844	C-carbamidomethylation	1.0					reverse phase C18	1.0	DIA	1.0	label-free	1.0	ESI	1.0					small molecule	1.0		affinity purification; streptavidin pulldown
PXD060898	HEK293T cells with SCCPDH overexpression	Homo sapiens	1.0							HEK293T	1.0	Orbitrap Exploris 480	1.0	HCD	1.0	trypsin	0.844	C-carbamidomethylation	1.0					reverse phase C18	1.0	DIA	1.0	label-free	1.0	ESI	1.0					biologics	1.0		
PXD060912	HepG2 BioID and IP	Homo sapiens	1.0					mitochondria; endoplasmic reticulum	1.0; 1.0	HepG2	1.0	Q Exactive Plus; Q Exactive	1.0; 1.0	HCD	1.0	trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	label-free	1.0	ESI	1.0					biologics	1.0		biotinylation; streptavidin beads
PXD060912	HeLa KO cells	Homo sapiens	1.0					mitochondria	1.0	HeLa	1.0	Q Exactive Plus	1.0	HCD	1.0	trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	label-free	1.0	ESI	1.0					biologics	1.0		biotinylation; streptavidin beads
PXD060912	HEK293T cells	Homo sapiens	1.0							HEK293T	1.0																												
PXD060912	Mouse hepatocytes	Mus musculus	1.0	liver	1.0																															biologics	1.0		
PXD060912	Drosophila	Drosophila melanogaster	1.0	adipose tissue	0.853																															biologics	1.0		
PXD060917	Human breast proteins and purified fibronectin	Homo sapiens	1.0	breast; blood plasma	1.0; 0.938			extracellular matrix	1.0			Orbitrap Exploris 480	1.0			trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	label-free	1.0	ESI	1.0					environmental	1.0		
PXD060935	BALB/c mice EVs	Mus musculus	1.0	blood plasma	1.0							Orbitrap Exploris 480	1.0	HCD	1.0	trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	label-free	1.0	ESI	1.0					small molecule; biologics	1.0; 1.0		
PXD060937	Lacrimal Gland from Sjögren's disease animal model	Mus musculus	1.0									Orbitrap Fusion	0.919	HCD	1.0	trypsin; LysC	1.0; 0.933	M-oxidation	0.706					reverse phase C18	1.0	DDA	1.0	label-free	1.0	ESI	1.0								
PXD060946	MaAgo-MaACE1 complex	Escherichia coli	1.0									LTQ Orbitrap XL	0.973			trypsin	1.0	C-carbamidomethylation	1.0							DDA	1.0	label-free	1.0									True; SDS-PAGE gel excision	
PXD060950	MDAMB436 and HCC1428 Cell Lines	Homo sapiens	1.0			breast cancer	1.0					Orbitrap Fusion Lumos; Orbitrap Exploris 480	1.0; 1.0	EThcD; HCD	1.0; 1.0	LysC; trypsin	0.933; 1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA; DIA	1.0; 1.0	label-free	1.0	ESI	1.0					small molecule; environmental	1.0; 1.0	True; high pH	ADP-ribosylation; GST-tagged Af1521 macrodomain beads
PXD060971	ANXA11 biomolecular condensates	Homo sapiens	1.0					lysosome	1.0			Q Exactive	1.0	HCD	1.0	trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	label-free	1.0	ESI	1.0							True; offline fractionation	
PXD060976	Sciatic nerve axoplasm interactome	Mus musculus	1.0									Orbitrap Exploris 480	1.0			trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	TMT	1.0										
PXD060980	SH-SY5Y cells treated with 6-OHDA	Homo sapiens	1.0							SH-SY5Y	1.0	Orbitrap Eclipse	1.0	CID	1.0	LysC; trypsin	0.933; 1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	TMT	1.0							small molecule	1.0	True; high pH HPLC	cysteine; streptavidin agarose beads
PXD060982	Ependymal cells	Mus musculus	1.0									Orbitrap Fusion Lumos	1.0	HCD	1.0	trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	label-free	1.0	ESI	1.0					small molecule	1.0	True; C18 enrichment	phosphorylation; Fe-IMAC
PXD061015	Patient-derived OCSC and adherent cultures	Homo sapiens	1.0			ovarian cancer	0.908					Orbitrap Exploris 480	1.0	HCD	1.0	trypsin; LysC	1.0; 0.933	C-carbamidomethylation; S-phosphorylation; T-phosphorylation; Y-phosphorylation	1.0; 1.0; 1.0; 1.0					reverse phase C18	1.0	DIA	1.0	TMT; label-free	1.0; 1.0	ESI	1.0							True; high-pH reversed-phase stage-tip	phosphorylation; Ti-IMAC
PXD061015	Established cell lines	Homo sapiens	1.0			ovarian cancer	0.908			OVCAR3; COV318	1.0; 1.0	Orbitrap Exploris 480	1.0	HCD	1.0	trypsin; LysC	1.0; 0.933	C-carbamidomethylation; S-phosphorylation; T-phosphorylation; Y-phosphorylation	1.0; 1.0; 1.0; 1.0					reverse phase C18	1.0	DIA	1.0	TMT; label-free	1.0; 1.0	ESI	1.0					biologics; biologics	1.0; 1.0	True; high-pH reversed-phase stage-tip	phosphorylation; Ti-IMAC
PXD061019	Arabidopsis thaliana Root Proteome and Phosphoproteome	Arabidopsis thaliana	1.0									Orbitrap Exploris 240	1.0	HCD	1.0	trypsin	1.0	C-carbamidomethylation; S-phosphorylation; T-phosphorylation; Y-phosphorylation	1.0; 1.0; 1.0; 1.0					reverse phase C18	1.0	DDA	1.0	label-free	1.0	ESI	1.0					small molecule	1.0	True; SDS-PAGE	phosphorylation; TiO2
PXD061038	A375 FLAD1KO and A375 Riboflavin Treatment	Homo sapiens	1.0							A375	1.0	Orbitrap Exploris 480	1.0	HCD	1.0	trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DIA	1.0	label-free	1.0							biologics; small molecule	1.0; 1.0		
PXD061048	MEF samples (WT and KO)	Mus musculus	1.0	brain	1.0							Q Exactive HF	1.0	HCD	1.0	LysC; trypsin	1.0; 1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	label-free	1.0	ESI	1.0							True; SCX	
